#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	pfam_name	pfam_acc	pfam_desc	Taxonomy
metaerg.pl|06716	NODE_1625_length_854_cov_2.4781	2	337	336	-1	No	0	GTP_EFTU	PF00009	"Elongation factor Tu GTP binding domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella grahamii
metaerg.pl|06716	NODE_1625_length_854_cov_2.4781	2	337	336	-1	No	0	MMR_HSR1	PF01926	"50S ribosome-binding GTPase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella grahamii
metaerg.pl|06717	NODE_1625_length_854_cov_2.4781	400	852	453	-1	No	0	EFG_C	PF00679	"Elongation factor G C-terminus"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06717	NODE_1625_length_854_cov_2.4781	400	852	453	-1	No	0	EFG_IV	PF03764	"Elongation factor G, domain IV"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06720	NODE_1629_length_852_cov_6.37892	68	406	339	-1	No	0	Phage_min_tail	PF05939	"Phage minor tail protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis_A
metaerg.pl|06726	NODE_1630_length_851_cov_1177.47	3	851	849	-1	No	0	fn3	PF00041	"Fibronectin type III domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__USBA-369;s__USBA-369 sp900167365
metaerg.pl|06729	NODE_1631_length_850_cov_2.15472	660	848	189	-1	No	0	N6_N4_Mtase	PF01555	"DNA methylase"	unknow
metaerg.pl|06733	NODE_1636_length_849_cov_6.55668	1	408	408	1	No	0	Peptidase_S24	PF00717	"Peptidase S24-like"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|06734	NODE_1635_length_849_cov_3.51511	134	496	363	-1	No	0	DUF1353	PF07087	"Protein of unknown function (DUF1353)"	unknow
metaerg.pl|06730	NODE_1634_length_849_cov_3.82997	2	760	759	1	No	0	OMP_b-brl_3	PF14905	"Outer membrane protein beta-barrel family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06730	NODE_1634_length_849_cov_3.82997	2	760	759	1	No	0	TonB_dep_Rec	PF00593	"TonB dependent receptor"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06731	NODE_1633_length_849_cov_16.2013	116	403	288	1	No	0	DUF1364	PF07102	"Protein of unknown function (DUF1364)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_M
metaerg.pl|06732	NODE_1633_length_849_cov_16.2013	400	741	342	1	No	0	DUF1064	PF06356	"Protein of unknown function (DUF1064)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombi
metaerg.pl|06736	NODE_1637_length_848_cov_4.86255	1	846	846	-1	No	0	Terminase_3	PF04466	"Phage terminase large subunit"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06736	NODE_1637_length_848_cov_4.86255	1	846	846	-1	No	0	Terminase_3C	PF17288	"Terminase RNAseH like domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06737	NODE_1638_length_847_cov_3.7803	3	617	615	1	No	0	RNA_helicase	PF00910	"RNA helicase"	d__Viruses;no__ssDNA viruses;f__Circoviridae;g__Circovirus;s__Starling circovirus;
metaerg.pl|06742	NODE_1643_length_845_cov_91.4759	3	845	843	-1	No	0	Baseplate_J	PF04865	"Baseplate J-like protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06744	NODE_1645_length_844_cov_6.92269	2	718	717	-1	No	0	VirE	PF05272	"Virulence-associated protein E"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06745	NODE_1647_length_843_cov_2.93147	169	753	585	-1	No	0	DUF4065	PF13274	"Protein of unknown function (DUF4065)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria;s__Ignatzschineria sp002252045
metaerg.pl|06747	NODE_1646_length_843_cov_3.19162	428	841	414	-1	No	0	LysM	PF01476	"LysM domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|06751	NODE_1650_length_842_cov_2.74239	584	841	258	-1	No	0	DUF2184	PF09950	"Uncharacterized protein conserved in bacteria (DUF2184)"	unknow
metaerg.pl|06754	NODE_1652_length_841_cov_1.15267	2	841	840	1	No	0	MFS_1	PF07690	"Major Facilitator Superfamily"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|06755	NODE_1653_length_841_cov_3.19975	3	788	786	-1	No	0	Mu-like_Pro	PF10123	"Mu-like prophage I protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Amorphaceae;g__Amorphus;s__Amorphus coralli
metaerg.pl|06760	NODE_1655_length_840_cov_3.23567	2	229	228	1	No	0	DNA_methylase	PF00145	"C-5 cytosine-specific DNA methylase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombi
metaerg.pl|06761	NODE_1655_length_840_cov_3.23567	400	726	327	1	No	0	Phage_holin_3_3	PF16083	"LydA holin phage, holin superfamily III"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I
metaerg.pl|06763	NODE_1659_length_839_cov_1.94388	3	839	837	1	No	0	tRNA-synt_1	PF00133	"tRNA synthetases class I (I, L, M and V)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|06763	NODE_1659_length_839_cov_1.94388	3	839	837	1	No	0	tRNA-synt_1g	PF09334	"tRNA synthetases class I (M)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|06762	NODE_1660_length_839_cov_2.13776	1	636	636	1	No	0	OMPdecase	PF00215	"Orotidine 5'-phosphate decarboxylase / HUMPS family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|06764	NODE_1658_length_839_cov_2.13265	2	685	684	-1	No	0	MFS_1	PF07690	"Major Facilitator Superfamily"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06764	NODE_1658_length_839_cov_2.13265	2	685	684	-1	No	0	Sugar_tr	PF00083	"Sugar (and other) transporter"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06766	NODE_1661_length_839_cov_1.68112	574	837	264	-1	No	0	HNH	PF01844	"HNH endonuclease"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroides franklinii
metaerg.pl|06766	NODE_1661_length_839_cov_1.68112	574	837	264	-1	No	0	HNH_4	PF13395	"HNH endonuclease"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroides franklinii
metaerg.pl|06766	NODE_1661_length_839_cov_1.68112	574	837	264	-1	No	0	HNH_5	PF14279	"HNH endonuclease"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacteroides;s__Mycobacteroides franklinii
metaerg.pl|06768	NODE_1664_length_838_cov_1.33206	121	393	273	-1	No	0	Usp	PF00582	"Universal stress protein family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06770	NODE_1662_length_838_cov_2.69476	3	413	411	-1	No	0	EamA	PF00892	"EamA-like transporter family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06771	NODE_1662_length_838_cov_2.69476	452	838	387	-1	No	0	DUF421	PF04239	"Protein of unknown function (DUF421)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06767	NODE_1663_length_838_cov_1.51596	2	838	837	1	No	0	Terminase_GpA	PF05876	"Phage terminase large subunit (GpA)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__UBA1247;g__UBA12471;s__UBA12471 sp001768735
metaerg.pl|06774	NODE_1666_length_837_cov_2.38491	1	453	453	-1	No	0	Porin_2	PF02530	"Porin subfamily"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06772	NODE_1665_length_837_cov_2.35806	307	513	207	1	No	0	CbtB	PF09489	"Probable cobalt transporter subunit (CbtB)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06773	NODE_1665_length_837_cov_2.35806	526	837	312	1	No	0	CbtA	PF09490	"Probable cobalt transporter subunit (CbtA)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06786	NODE_1676_length_835_cov_5.22436	318	833	516	-1	No	0	Gp138_N	PF18352	"Phage protein Gp138 N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|06780	NODE_1672_length_835_cov_2.61667	10	723	714	-1	No	0	Beta-lactamase2	PF13354	"Beta-lactamase enzyme family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|06780	NODE_1672_length_835_cov_2.61667	10	723	714	-1	No	0	Peptidase_S11	PF00768	"D-alanyl-D-alanine carboxypeptidase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|06781	NODE_1673_length_835_cov_3.11282	2	274	273	1	No	0	KH_2	PF07650	"KH domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella intestini
metaerg.pl|06782	NODE_1673_length_835_cov_3.11282	488	835	348	-1	No	0	Aldolase_II	PF00596	"Class II Aldolase and Adducin N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06784	NODE_1674_length_835_cov_1.17308	1	834	834	-1	No	0	Baseplate_J	PF04865	"Baseplate J-like protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp003248805
metaerg.pl|06788	NODE_1680_length_834_cov_1.67779	473	832	360	1	No	0	ABC2_membrane_4	PF12730	"ABC-2 family transporter protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|06789	NODE_1677_length_834_cov_2.96919	1	675	675	-1	No	0	Iso_dh	PF00180	"Isocitrate/isopropylmalate dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|06790	NODE_1679_length_834_cov_4.41592	41	628	588	1	No	0	ORF11CD3	PF10549	"ORF11CD3 domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_M
metaerg.pl|06790	NODE_1679_length_834_cov_4.41592	41	628	588	1	No	0	Phage_pRha	PF09669	"Phage regulatory protein Rha (Phage_pRha)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_M
metaerg.pl|06795	NODE_1682_length_833_cov_2.97558	2	253	252	1	No	0	Exonuc_VII_S	PF02609	"Exonuclease VII small subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06796	NODE_1682_length_833_cov_2.97558	246	833	588	1	No	0	polyprenyl_synt	PF00348	"Polyprenyl synthetase"	unknow
metaerg.pl|06796	NODE_1682_length_833_cov_2.97558	246	833	588	1	No	0	tRNA-synt_2	PF00152	"tRNA synthetases class II (D, K and N)"	unknow
metaerg.pl|06797	NODE_1684_length_833_cov_1.9036	151	831	681	-1	No	0	SLT	PF01464	"Transglycosylase SLT domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|06793	NODE_1681_length_833_cov_2.65296	2	832	831	-1	No	0	Phage_Mu_F	PF04233	"Phage Mu protein F like protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aquamicrobium;s__Aquamicrobium sp001705425
metaerg.pl|06802	NODE_1686_length_832_cov_3.04376	3	830	828	1	No	0	DNA_pol_A	PF00476	"DNA polymerase family A"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis
metaerg.pl|06798	NODE_1687_length_832_cov_3.04118	3	362	360	1	No	0	Phage_sheath_1C	PF17482	"Phage tail sheath C-terminal domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06799	NODE_1687_length_832_cov_3.04118	380	832	453	1	No	0	DUF2001	PF09393	"Phage tail tube protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06805	NODE_1688_length_831_cov_1.53995	3	305	303	-1	No	0	SurE	PF01975	"Survival protein SurE"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06806	NODE_1688_length_831_cov_1.53995	326	829	504	-1	No	0	tRNA-synt_2b	PF00587	"tRNA synthetase class II core domain (G, H, P, S and T)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06807	NODE_1689_length_831_cov_2.08892	1	831	831	-1	No	0	BPD_transp_1	PF00528	"Binding-protein-dependent transport system inner membrane component"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06808	NODE_1691_length_830_cov_2.21548	2	655	654	-1	No	0	Prophage_tail	PF06605	"Prophage endopeptidase tail"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K paralimentarius_B
metaerg.pl|06810	NODE_1693_length_829_cov_2.22222	225	827	603	-1	No	0	DNA_pol_A	PF00476	"DNA polymerase family A"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Nit1virus;s__Bacillus virus NIT1;
metaerg.pl|06812	NODE_1695_length_828_cov_1.44631	3	233	231	1	No	0	DUF3418	PF11898	"Domain of unknown function (DUF3418)"	unknow
metaerg.pl|06813	NODE_1695_length_828_cov_1.44631	121	828	708	-1	No	0	HA2	PF04408	"Helicase associated domain (HA2)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06813	NODE_1695_length_828_cov_1.44631	121	828	708	-1	No	0	Helicase_C	PF00271	"Helicase conserved C-terminal domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06816	NODE_1699_length_827_cov_3.83549	3	827	825	1	No	0	Phage_integrase	PF00589	"Phage integrase family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri_A
metaerg.pl|06816	NODE_1699_length_827_cov_3.83549	3	827	825	1	No	0	Phage_int_SAM_1	PF02899	"Phage integrase, N-terminal SAM-like domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri_A
metaerg.pl|06816	NODE_1699_length_827_cov_3.83549	3	827	825	1	No	0	Phage_int_SAM_3	PF14659	"Phage integrase, N-terminal SAM-like domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri_A
metaerg.pl|06816	NODE_1699_length_827_cov_3.83549	3	827	825	1	No	0	Phage_int_SAM_4	PF13495	"Phage integrase, N-terminal SAM-like domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri_A
metaerg.pl|06815	NODE_1697_length_827_cov_2.08031	148	825	678	-1	No	0	PDH	PF02153	"Prephenate dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06817	NODE_1696_length_827_cov_3.78238	92	826	735	1	No	0	Coprogen_oxidas	PF01218	"Coproporphyrinogen III oxidase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|06818	NODE_1700_length_827_cov_1.78109	1	825	825	-1	No	0	Collar	PF07484	"Phage Tail Collar Domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|06818	NODE_1700_length_827_cov_1.78109	1	825	825	-1	No	0	Phage_fiber_2	PF03406	"Phage tail fibre repeat"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|06819	NODE_1702_length_826_cov_1.77043	2	619	618	-1	No	0	Peptidase_M48	PF01435	"Peptidase family M48"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06821	NODE_1706_length_826_cov_80.035	51	476	426	1	No	0	Phage_TAC_11	PF11836	"Phage tail tube protein, GTA-gp10"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp002220095
metaerg.pl|06820	NODE_1703_length_826_cov_1.53956	387	824	438	-1	No	0	ETF_QO	PF05187	"Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06825	NODE_1701_length_826_cov_4.19585	527	808	282	1	No	0	MazE_antitoxin	PF04014	"Antidote-toxin recognition MazE, bacterial antitoxin"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus
metaerg.pl|06826	NODE_1709_length_825_cov_8.07662	2	823	822	-1	No	0	Baseplate_J	PF04865	"Baseplate J-like protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|06830	NODE_1711_length_824_cov_1.6515	2	196	195	-1	No	0	EthD	PF07110	"EthD domain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|06831	NODE_1711_length_824_cov_1.6515	236	613	378	1	No	0	MerR	PF00376	"MerR family regulatory protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|06831	NODE_1711_length_824_cov_1.6515	236	613	378	1	No	0	MerR-DNA-bind	PF09278	"MerR, DNA binding"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|06831	NODE_1711_length_824_cov_1.6515	236	613	378	1	No	0	MerR_1	PF13411	"MerR HTH family regulatory protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q
metaerg.pl|06833	NODE_1714_length_823_cov_2.57031	2	823	822	-1	No	0	DUF4041	PF13250	"Domain of unknown function (DUF4041)"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola
metaerg.pl|06834	NODE_1713_length_823_cov_1.62109	1	822	822	-1	No	0	Peptidase_M16	PF00675	"Insulinase (Peptidase family M16)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|06834	NODE_1713_length_823_cov_1.62109	1	822	822	-1	No	0	Peptidase_M16_C	PF05193	"Peptidase M16 inactive domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|06838	NODE_1719_length_822_cov_2.19166	222	821	600	-1	No	0	DUF4132	PF13569	"Domain of unknown function (DUF4132)"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|06836	NODE_1720_length_822_cov_1.83572	398	820	423	1	No	0	HTH_1	PF00126	"Bacterial regulatory helix-turn-helix protein, lysR family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06836	NODE_1720_length_822_cov_1.83572	398	820	423	1	No	0	LysR_substrate	PF03466	"LysR substrate binding domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06837	NODE_1717_length_822_cov_1.63103	3	743	741	1	No	0	Type_ISP_C	PF18135	"Type ISP C-terminal specificity domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06842	NODE_1722_length_821_cov_2.27154	630	821	192	-1	No	0	SlpA	PF03217	"Surface later protein A domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__Lactobacillus_C saniviri
metaerg.pl|06845	NODE_1725_length_820_cov_1.93595	360	818	459	-1	No	0	PTS_EIIC	PF02378	"Phosphotransferase system, EIIC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06846	NODE_1726_length_819_cov_2.54058	3	347	345	1	No	0	Aminotran_4	PF01063	"Amino-transferase class IV"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|06851	NODE_1728_length_819_cov_1.06152	3	503	501	-1	No	0	Tubulin	PF00091	"Tubulin/FtsZ family, GTPase domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|06854	NODE_1730_length_818_cov_1.87025	117	446	330	-1	No	0	MarC	PF01914	"MarC family integral membrane protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|06855	NODE_1730_length_818_cov_1.87025	500	817	318	-1	No	0	MarC	PF01914	"MarC family integral membrane protein"	unknow
metaerg.pl|06853	NODE_1729_length_818_cov_2.21363	2	505	504	1	No	0	Phage_integrase	PF00589	"Phage integrase family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola
metaerg.pl|06853	NODE_1729_length_818_cov_2.21363	2	505	504	1	No	0	Phage_int_SAM_3	PF14659	"Phage integrase, N-terminal SAM-like domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola
metaerg.pl|06857	NODE_1731_length_817_cov_3.21916	2	208	207	1	No	0	LysR_substrate	PF03466	"LysR substrate binding domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
