#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	ec_id	ec_name	Taxonomy
metaerg.pl|11329	NODE_6316_length_322_cov_2.43446	3	320	318	1	No	0	7.2.2.14	"P-type Mg(2+) transporter."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11311	NODE_6295_length_322_cov_1.04494	3	320	318	1	No	0	2.7.7.59	"[Protein-PII] uridylyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11311	NODE_6295_length_322_cov_1.04494	3	320	318	1	No	0	3.1.4.-	"Phosphoric diester hydrolases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11328	NODE_6314_length_322_cov_1.52809	3	320	318	-1	No	0	4.2.1.43	"2-dehydro-3-deoxy-L-arabinonate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11313	NODE_6301_length_322_cov_1.78277	2	322	321	-1	No	0	1.17.4.1	"Ribonucleoside-diphosphate reductase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11325	NODE_6309_length_322_cov_1.81648	2	205	204	1	No	0	2.7.7.89	"[Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11325	NODE_6309_length_322_cov_1.81648	2	205	204	1	No	0	2.7.7.42	"[Glutamine synthetase] adenylyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11315	NODE_6324_length_322_cov_1.31086	1	234	234	1	No	0	3.6.3.-	"Acting on acid anhydrides; catalyzing transmembrane movement of substances."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris"
metaerg.pl|11312	NODE_6313_length_322_cov_0.925094	2	322	321	-1	No	0	2.8.1.7	"Cysteine desulfurase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae"
metaerg.pl|11326	NODE_6302_length_322_cov_1.0412	1	321	321	-1	No	0	3.6.3.-	"Acting on acid anhydrides; catalyzing transmembrane movement of substances."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|11336	NODE_6353_length_321_cov_1.22556	1	321	321	-1	No	0	3.5.1.-	"In linear amides."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium fredii_A"
metaerg.pl|11339	NODE_6364_length_321_cov_2.50376	1	321	321	1	No	0	2.4.2.1	"Purine-nucleoside phosphorylase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11340	NODE_6339_length_321_cov_1.40226	2	319	318	-1	No	0	2.7.1.11	"6-phosphofructokinase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis_A"
metaerg.pl|11349	NODE_6330_length_321_cov_1.73308	1	321	321	1	No	0	1.1.-.-	"Acting on the CH-OH group of donors."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11368	NODE_6369_length_320_cov_1.05283	3	320	318	-1	No	0	3.6.1.45	"UDP-sugar diphosphatase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11368	NODE_6369_length_320_cov_1.05283	3	320	318	-1	No	0	3.1.3.5	"5'-nucleotidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11386	NODE_6395_length_320_cov_1.01132	1	318	318	1	No	0	6.1.1.12	"Aspartate--tRNA ligase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris"
metaerg.pl|11369	NODE_6366_length_320_cov_1.40755	3	320	318	1	No	0	2.7.2.4	"Aspartate kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11413	NODE_6407_length_319_cov_1.65152	2	319	318	-1	No	0	1.17.4.1	"Ribonucleoside-diphosphate reductase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11403	NODE_6414_length_319_cov_3.34091	2	319	318	1	No	0	3.6.4.13	"RNA helicase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11409	NODE_6401_length_319_cov_2.58712	2	319	318	1	No	0	3.4.11.1	"Leucyl aminopeptidase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|11396	NODE_6410_length_319_cov_2.11364	3	317	315	1	No	0	2.5.1.6	"Methionine adenosyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|11395	NODE_6413_length_319_cov_1.04545	1	285	285	-1	No	0	4.1.99.22	"GTP 3',8-cyclase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11439	NODE_6445_length_318_cov_1.08365	2	316	315	1	No	0	1.2.1.70	"Glutamyl-tRNA reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11438	NODE_6453_length_318_cov_1.8365	3	317	315	1	No	0	2.7.7.59	"[Protein-PII] uridylyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|11438	NODE_6453_length_318_cov_1.8365	3	317	315	1	No	0	3.1.4.-	"Phosphoric diester hydrolases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|11428	NODE_6464_length_318_cov_1.56274	3	317	315	1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11442	NODE_6447_length_318_cov_1.5019	1	318	318	-1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Marinococcaceae;g__Marinococcus;s__Marinococcus halotolerans"
metaerg.pl|11418	NODE_6449_length_318_cov_2.81749	1	318	318	-1	No	0	3.1.26.3	"Ribonuclease III."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11434	NODE_6433_length_318_cov_1.06464	1	318	318	-1	No	0	5.6.2.2	"DNA topoisomerase (ATP-hydrolyzing)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer"
metaerg.pl|11457	NODE_6489_length_317_cov_1.0458	1	198	198	-1	No	0	2.7.1.217	"3-dehydrotetronate 4-kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|11447	NODE_6480_length_317_cov_1.55725	1	315	315	1	No	0	2.3.1.269	"Apolipoprotein N-acyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella bacilliformis_A"
metaerg.pl|11446	NODE_6492_length_317_cov_0.950382	61	315	255	-1	No	0	5.2.1.8	"Peptidylprolyl isomerase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11450	NODE_6474_length_317_cov_2.41603	1	315	315	-1	No	0	2.7.7.-	"Nucleotidyltransferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara"
metaerg.pl|11476	NODE_6476_length_317_cov_1.41985	3	317	315	-1	No	0	3.1.7.2	"Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11467	NODE_6491_length_317_cov_2.27863	1	315	315	1	No	0	6.3.2.2	"Glutamate--cysteine ligase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11481	NODE_6531_length_316_cov_1.32184	2	316	315	1	No	0	2.7.7.6	"DNA-directed RNA polymerase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11483	NODE_6528_length_316_cov_0.977011	1	315	315	1	No	0	1.5.5.2	"Proline dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11483	NODE_6528_length_316_cov_0.977011	1	315	315	1	No	0	1.2.1.88	"L-glutamate gamma-semialdehyde dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11486	NODE_6533_length_316_cov_0.938697	3	314	312	1	No	0	4.3.2.10	"Imidazole glycerol-phosphate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11491	NODE_6521_length_316_cov_1.06513	2	316	315	1	No	0	5.3.1.15	"D-lyxose ketol-isomerase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis_A"
metaerg.pl|11498	NODE_6516_length_316_cov_1.42912	2	316	315	1	No	0	1.17.7.3	"(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11482	NODE_6539_length_316_cov_1.48276	14	316	303	-1	No	0	2.7.1.202	"Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|11490	NODE_6535_length_316_cov_1.55172	1	315	315	-1	No	0	5.4.99.25	"tRNA pseudouridine(55) synthase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|11507	NODE_6557_length_315_cov_1.07692	1	315	315	-1	No	0	2.4.99.17	"S-adenosylmethionine:tRNA ribosyltransferase-isomerase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11527	NODE_6571_length_315_cov_1.63077	2	313	312	-1	No	0	1.1.1.3	"Homoserine dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11523	NODE_6566_length_315_cov_0.865385	2	313	312	-1	No	0	4.2.1.11	"Phosphopyruvate hydratase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11504	NODE_6564_length_315_cov_1.32308	1	315	315	1	No	0	2.1.1.166	"23S rRNA (uridine(2552)-2'-O)-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11516	NODE_6550_length_315_cov_1.07692	2	313	312	1	No	0	2.3.1.180	"Beta-ketoacyl-[acyl-carrier-protein] synthase III."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae"
metaerg.pl|11513	NODE_6572_length_315_cov_1.58846	3	314	312	1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kimbladii"
metaerg.pl|11503	NODE_6552_length_315_cov_1.43077	1	315	315	1	No	0	2.3.1.9	"Acetyl-CoA C-acetyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I"
metaerg.pl|11535	NODE_6602_length_314_cov_1.31274	3	197	195	-1	No	0	3.2.2.-	"Hydrolyzing N-glycosyl compounds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11556	NODE_6580_length_314_cov_1.08494	14	313	300	-1	No	0	2.7.7.-	"Nucleotidyltransferases."	"d__Viruses;no__ssDNA viruses;f__Circoviridae;no__unclassified Circoviridae;s__Littorina sp. associated circular virus;"
metaerg.pl|11536	NODE_6585_length_314_cov_1.78764	1	312	312	1	No	0	7.1.1.-	"Hydron translocation or charge separation linked to oxidoreductase reactions."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11566	NODE_6623_length_313_cov_1.20155	3	311	309	-1	No	0	4.1.3.27	"Anthranilate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|11582	NODE_6632_length_313_cov_1.34496	2	274	273	-1	No	0	4.2.1.40	"Glucarate dehydratase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer"
metaerg.pl|11572	NODE_6616_length_313_cov_1.79845	1	312	312	1	No	0	3.1.3.5	"5'-nucleotidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11570	NODE_6626_length_313_cov_1.07364	1	285	285	1	No	0	1.2.1.51	"Pyruvate dehydrogenase (NADP(+))."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|11573	NODE_6642_length_313_cov_1.44574	2	313	312	1	No	0	2.-.-.-	"Transferases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11567	NODE_6629_length_313_cov_3.5814	108	311	204	1	No	0	2.7.7.-	"Nucleotidyltransferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombi"
metaerg.pl|11586	NODE_6620_length_313_cov_1.37984	3	311	309	1	No	0	3.4.21.88	"Repressor LexA."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus hominis"
metaerg.pl|11571	NODE_6628_length_313_cov_1.57752	3	311	309	-1	No	0	4.3.3.7	"4-hydroxy-tetrahydrodipicolinate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|11562	NODE_6611_length_313_cov_1.43798	2	313	312	-1	No	0	6.1.1.10	"Methionine--tRNA ligase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer"
metaerg.pl|11565	NODE_6612_length_313_cov_1.62016	1	312	312	1	No	0	2.1.1.228	"tRNA (guanine(37)-N(1))-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11595	NODE_6657_length_312_cov_2.48249	3	311	309	-1	No	0	2.1.1.72	"Site-specific DNA-methyltransferase (adenine-specific)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus piscifermentans"
metaerg.pl|11612	NODE_6648_length_312_cov_2.64591	3	311	309	-1	No	0	3.4.11.18	"Methionyl aminopeptidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|11610	NODE_6662_length_312_cov_1.29961	2	310	309	-1	No	0	1.2.1.-	"With NAD(+) or NADP(+) as acceptor."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|11617	NODE_6687_length_311_cov_0.988281	2	310	309	-1	No	0	5.6.2.2	"DNA topoisomerase (ATP-hydrolyzing)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11614	NODE_6680_length_311_cov_1.10156	102	311	210	-1	No	0	1.10.3.-	"With oxygen as acceptor."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11626	NODE_6678_length_311_cov_1.46875	1	309	309	1	No	0	7.2.2.14	"P-type Mg(2+) transporter."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11627	NODE_6693_length_311_cov_1.26172	1	309	309	1	No	0	6.3.4.19	"tRNA(Ile)-lysidine synthetase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11655	NODE_6713_length_310_cov_1.10196	2	253	252	-1	No	0	1.1.1.1	"Alcohol dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11651	NODE_6708_length_310_cov_1.47059	2	310	309	-1	No	0	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11639	NODE_6715_length_310_cov_1.46667	3	308	306	-1	No	0	3.6.4.12	"DNA helicase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helsingborgensis"
metaerg.pl|11654	NODE_6714_length_310_cov_1.44706	3	308	306	-1	No	0	1.8.1.14	"CoA-disulfide reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_Q"
metaerg.pl|11643	NODE_6711_length_310_cov_1.09804	3	308	306	-1	No	0	1.1.1.-	"With NAD(+) or NADP(+) as acceptor."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris"
metaerg.pl|11650	NODE_6709_length_310_cov_1.09412	2	310	309	-1	No	0	2.7.4.1	"Polyphosphate kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11653	NODE_6710_length_310_cov_1.38824	3	308	306	1	No	0	1.1.1.1	"Alcohol dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11653	NODE_6710_length_310_cov_1.38824	3	308	306	1	No	0	1.2.1.10	"Acetaldehyde dehydrogenase (acetylating)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11638	NODE_6736_length_310_cov_1.58824	3	308	306	-1	No	0	2.7.4.9	"dTMP kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|11689	NODE_6758_length_309_cov_1.09449	1	309	309	-1	No	0	4.2.1.136	"ADP-dependent NAD(P)H-hydrate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11689	NODE_6758_length_309_cov_1.09449	1	309	309	-1	No	0	5.1.99.6	"NAD(P)H-hydrate epimerase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11695	NODE_6774_length_309_cov_1.25591	1	309	309	1	No	0	6.3.4.3	"Formate--tetrahydrofolate ligase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11674	NODE_6752_length_309_cov_1.42913	3	308	306	-1	No	0	1.3.1.9	"Enoyl-[acyl-carrier-protein] reductase (NADH)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara"
metaerg.pl|11675	NODE_6771_length_309_cov_1.70866	1	309	309	-1	No	0	6.3.5.5	"Carbamoyl-phosphate synthase (glutamine-hydrolyzing)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kimbladii"
metaerg.pl|11678	NODE_6764_length_309_cov_1.46457	1	309	309	1	No	0	1.2.1.41	"Glutamate-5-semialdehyde dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11696	NODE_6776_length_309_cov_2.01181	1	237	237	-1	No	0	1.2.1.70	"Glutamyl-tRNA reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11679	NODE_6772_length_309_cov_1.8189	1	264	264	-1	No	0	2.1.1.37	"DNA (cytosine-5-)-methyltransferase."	"d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Lactobacillus phage Lc-Nu;"
metaerg.pl|11704	NODE_6795_length_308_cov_1.10277	2	307	306	-1	No	0	5.1.1.3	"Glutamate racemase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|11699	NODE_6816_length_308_cov_2.20553	1	306	306	1	No	0	4.3.2.2	"Adenylosuccinate lyase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|11720	NODE_6806_length_308_cov_1.73518	1	306	306	1	No	0	7.6.2.7	"ABC-type taurine transporter."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|11707	NODE_6807_length_308_cov_0.924901	1	306	306	1	No	0	2.4.2.2	"Pyrimidine-nucleoside phosphorylase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|11712	NODE_6809_length_308_cov_0.928854	27	308	282	-1	No	0	6.3.4.2	"CTP synthase (glutamine hydrolyzing)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11708	NODE_6812_length_308_cov_1.16996	1	198	198	1	No	0	2.5.1.-	"Transferring alkyl or aryl groups, other than methyl groups."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|11726	NODE_6808_length_308_cov_0.873518	40	306	267	-1	No	0	3.1.1.29	"Aminoacyl-tRNA hydrolase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
