#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	sprot_id	sprot_desc	Taxonomy
metaerg.pl|10722	NODE_5591_length_346_cov_0.920962	46	345	300	1	No	0	sp|P44658|Y357_HAEIN	"Putative thiamine biosynthesis protein HI_0357"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10734	NODE_5588_length_346_cov_1.42268	3	344	342	1	No	0	sp|Q5FUI1|XGPT_GLUOX	"Xanthine phosphoribosyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10733	NODE_5577_length_346_cov_1.2646	2	346	345	1	No	0	sp|O52069|FLIF_BRUAB	"Flagellar M-ring protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10725	NODE_5568_length_346_cov_1.28179	1	345	345	1	No	0	sp|P38045|NRTC_SYNE7	"Nitrate import ATP-binding protein NrtC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10712	NODE_5589_length_346_cov_0.958763	102	344	243	1	No	0	sp|Q8EPB7|TPX_OCEIH	"Thiol peroxidase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10724	NODE_5593_length_346_cov_1.39175	3	344	342	-1	No	0	sp|Q2YNM1|YAJC_BRUA2	"Sec translocon accessory complex subunit YajC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10736	NODE_5586_length_346_cov_2.03436	1	345	345	1	No	0	sp|Q9CK95|METQ_PASMU	"Probable D-methionine-binding lipoprotein MetQ"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10735	NODE_5581_length_346_cov_1.13058	3	344	342	-1	No	0	sp|P0ACS6|ZNTR_ECO57	"HTH-type transcriptional regulator ZntR"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10761	NODE_5610_length_345_cov_1.45517	2	343	342	-1	No	0	sp|Q042C9|SECA_LACGA	"hypothetical protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10745	NODE_5605_length_345_cov_1.28621	108	344	237	1	No	0	sp|A9IXE1|ENGB_BART1	"Probable GTP-binding protein EngB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|10743	NODE_5597_length_345_cov_1.60345	1	345	345	1	No	0	sp|Q0AEA6|PROA_NITEC	"Gamma-glutamyl phosphate reductase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|10758	NODE_5619_length_345_cov_1.27586	41	343	303	-1	No	0	sp|P0AEQ2|GLCG_ECOL6	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10748	NODE_5608_length_345_cov_2.12069	1	345	345	-1	No	0	sp|P46837|YHGF_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|10740	NODE_5599_length_345_cov_2.5069	3	344	342	1	No	0	sp|Q6G0X1|MUTS_BARQU	"DNA mismatch repair protein MutS"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10751	NODE_5609_length_345_cov_1.12414	2	184	183	1	No	0	sp|A6X3C3|HIS1_OCHA4	"ATP phosphoribosyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10741	NODE_5612_length_345_cov_0.82069	89	343	255	1	No	0	sp|P26207|PTV3B_DICCH	"PTS system beta-glucoside-specific EIIBCA component"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|10747	NODE_5618_length_345_cov_1.92069	2	343	342	-1	No	0	sp|P63390|YHES_ECO57	"Uncharacterized ABC transporter ATP-binding protein YheS"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10744	NODE_5614_length_345_cov_1.84828	1	345	345	1	No	0	sp|P0A270|PPX_SALTI	"Exopolyphosphatase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|10753	NODE_5603_length_345_cov_2.42759	3	344	342	-1	No	0	sp|A1JTG3|FYUA_YERE8	"Pesticin receptor"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E cremoricolorata
metaerg.pl|10759	NODE_5615_length_345_cov_1.04483	1	219	219	-1	No	0	sp|P81378|CYB_BLAVI	"Cytochrome b"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10756	NODE_5604_length_345_cov_0.962069	104	343	240	1	No	0	sp|P14002|BGLB_CLOTH	"Thermostable beta-glucosidase B"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|10750	NODE_5598_length_345_cov_1.08276	2	343	342	1	No	0	sp|Q034I2|KDUI_LACP3	"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellis
metaerg.pl|10739	NODE_5616_length_345_cov_1.53448	145	345	201	-1	No	0	sp|P94418|YCLN_BACSU	"Petrobactin import system permease protein YclN"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10767	NODE_5636_length_344_cov_1.68858	1	273	273	1	No	0	sp|E1V6K4|TRKI_HALED	"Trk system potassium uptake protein TrkI"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10780	NODE_5622_length_344_cov_1.2872	3	344	342	-1	No	0	sp|Q5QCP2|NSPC_HERAR	"Carboxynorspermidine/carboxyspermidine decarboxylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10774	NODE_5645_length_344_cov_1.31142	2	343	342	1	No	0	sp|Q8UC76|ATPB_AGRFC	"ATP synthase subunit beta"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10776	NODE_5626_length_344_cov_1.29066	1	342	342	-1	No	0	sp|A7WWQ7|WALK_STAA1	"Sensor protein kinase WalK"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_K;s__Lactobacillus_K mellifer
metaerg.pl|10775	NODE_5641_length_344_cov_0.83737	3	344	342	-1	No	0	sp|P68905|ALF_STRP1	"Fructose-bisphosphate aldolase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kimbladii
metaerg.pl|10779	NODE_5631_length_344_cov_2.38754	1	342	342	-1	No	0	sp|P50939|NUOL_RHOCA	"NADH-quinone oxidoreductase subunit L"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10786	NODE_5633_length_344_cov_1.42215	3	344	342	-1	No	0	sp|B4F0U0|MNME_PROMH	"tRNA modification GTPase MnmE"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|10771	NODE_5632_length_344_cov_1.29412	3	344	342	1	No	0	sp|P72943|RSMB_SYNY3	"Probable ribosomal RNA small subunit methyltransferase B"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudochrobactrum;s__Pseudochrobactrum sp001939785
metaerg.pl|10770	NODE_5646_length_344_cov_1.17647	3	335	333	1	No	0	sp|Q06553|PRTR_PSEAE	"HTH-type transcriptional regulator PrtR"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_E
metaerg.pl|10764	NODE_5630_length_344_cov_1.18339	2	343	342	-1	No	0	sp|P84838|OMPC_GLUDA	"Outer membrane protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10766	NODE_5634_length_344_cov_1.5917	1	342	342	1	No	0	sp|P25265|MTD2_HERAU	"Modification methylase HgiDII"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella;s__Loktanella sp001420005
metaerg.pl|10778	NODE_5648_length_344_cov_0.975779	1	342	342	1	No	0	sp|B2S889|GLO2_BRUA1	"Hydroxyacylglutathione hydrolase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10808	NODE_5649_length_343_cov_1.28819	3	341	339	-1	No	0	sp|Q8UER6|MOAC_AGRFC	"Cyclic pyranopterin monophosphate synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10801	NODE_5673_length_343_cov_1.86111	3	263	261	-1	No	0	sp|A7NI03|TPIS_ROSCS	"Triosephosphate isomerase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10792	NODE_5659_length_343_cov_1.29167	17	343	327	1	No	0	sp|Q043I1|LSPA_LACGA	"Lipoprotein signal peptidase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10791	NODE_5654_length_343_cov_1.29514	2	343	342	-1	No	0	sp|Q2LVL0|MSBA_SYNAS	"Lipid A export ATP-binding/permease protein MsbA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10803	NODE_5677_length_343_cov_0.996528	2	343	342	-1	No	0	sp|P08750|DACA_BACSU	"D-alanyl-D-alanine carboxypeptidase DacA"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10796	NODE_5676_length_343_cov_1.49306	2	343	342	1	No	0	sp|Q7TNG8|LDHD_MOUSE	"Probable D-lactate dehydrogenase, mitochondrial"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10798	NODE_5671_length_343_cov_1.32639	2	343	342	1	No	0	sp|Q9X5X3|ATCU_SINMW	"Copper-transporting P-type ATPase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|10790	NODE_5672_length_343_cov_2.13889	1	342	342	1	No	0	sp|O53079|CILA_LEUMC	"Citrate lyase alpha chain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10827	NODE_5696_length_342_cov_1.5122	3	341	339	1	No	0	sp|A9M020|CLPX_NEIM0	"ATP-dependent Clp protease ATP-binding subunit ClpX"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella sp900094895
metaerg.pl|10812	NODE_5682_length_342_cov_1.62718	2	340	339	1	No	0	sp|P43329|HRPA_ECOLI	"ATP-dependent RNA helicase HrpA"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|10830	NODE_5706_length_342_cov_0.891986	2	340	339	1	No	0	sp|Q6DA54|SYV_PECAS	"Valine--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_P
metaerg.pl|10833	NODE_5684_length_342_cov_1.62021	1	342	342	1	No	0	sp|Q05756|GLTD_AZOBR	"Glutamate synthase [NADPH] small chain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10821	NODE_5687_length_342_cov_2.5993	2	313	312	-1	No	0	sp|P69818|PTFB2_ECO57	"PTS system fructose-like EIIB component 2"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|10815	NODE_5701_length_342_cov_1.8676	3	341	339	-1	No	0	sp|Q52981|PHAD_RHIME	"Probable K(+)/H(+) antiporter subunit D"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10818	NODE_5698_length_342_cov_0.763066	3	341	339	-1	No	0	sp|A6VUA4|DEGPL_MARMS	"Probable periplasmic serine endoprotease DegP-like"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10823	NODE_5686_length_342_cov_0.97561	2	340	339	-1	No	0	sp|Q5FUU9|SYP_GLUOX	"Proline--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10851	NODE_5728_length_341_cov_0.961538	97	339	243	-1	No	0	sp|A7MKK9|CYSG2_CROS8	"Siroheme synthase 2"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|10844	NODE_5731_length_341_cov_1.05594	2	340	339	-1	No	0	sp|P39409|YJJW_ECOLI	"Putative glycyl-radical enzyme activating enzyme YjjW"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|10855	NODE_5727_length_341_cov_1.63636	108	341	234	-1	No	0	sp|Q0RDY1|LEXA_FRAAA	"LexA repressor"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|10846	NODE_5721_length_341_cov_2.46503	144	341	198	1	No	0	sp|Q8K9W0|AHPC_BUCAP	"Alkyl hydroperoxide reductase C"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|10849	NODE_5710_length_341_cov_1.96154	1	339	339	1	No	0	sp|A8GGU6|UXUA_SERP5	"Mannonate dehydratase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|10836	NODE_5718_length_341_cov_1.5035	2	340	339	1	No	0	sp|Q49W60|NMO_STAS1	"Probable nitronate monooxygenase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10856	NODE_5724_length_341_cov_1.83916	1	339	339	-1	No	0	sp|Q81V75|CLS1_BACAN	"Cardiolipin synthase 1"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10840	NODE_5717_length_341_cov_2.14685	2	340	339	-1	No	0	sp|P37024|HRPB_ECOLI	"ATP-dependent RNA helicase HrpB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__63-22;s__63-22 sp900465915
metaerg.pl|10839	NODE_5723_length_341_cov_0.884615	3	341	339	-1	No	0	sp|Q48841|PEPD_LACSK	"Probable dipeptidase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10852	NODE_5714_length_341_cov_1.05245	2	328	327	1	No	0	sp|P27830|RMLB2_ECOLI	"dTDP-glucose 4,6-dehydratase 2"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|10842	NODE_5729_length_341_cov_1.23776	3	239	237	-1	No	0	sp|A0A0H3JT74|CNTF_STAAM	"Metal-staphylopine import system ATP-binding protein CntF"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|10845	NODE_5726_length_341_cov_1.16783	2	340	339	-1	No	0	sp|Q5E4C5|UVRC_ALIF1	"UvrABC system protein C"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|10861	NODE_5756_length_340_cov_1.65263	1	267	267	-1	No	0	sp|P72525|PARC_STRPN	"DNA topoisomerase 4 subunit A"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kimbladii
metaerg.pl|10869	NODE_5737_length_340_cov_1.6386	135	338	204	1	No	0	sp|O54453|RNAAM_SALTY	"5'-3' exoribonuclease"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|10862	NODE_5747_length_340_cov_1.26316	2	340	339	-1	No	0	sp|P52647|NIFJ_ECOLI	"Probable pyruvate-flavodoxin oxidoreductase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|10864	NODE_5752_length_340_cov_1.12281	2	340	339	-1	No	0	sp|P37967|PNBA_BACSU	"Para-nitrobenzyl esterase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|10859	NODE_5751_length_340_cov_1.12632	2	340	339	-1	No	0	sp|Q7CU92|CLPB_AGRFC	"Chaperone protein ClpB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10873	NODE_5746_length_340_cov_1.32982	3	197	195	1	No	0	sp|Q9Z3S2|G6PD_RHIME	"Glucose-6-phosphate 1-dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10865	NODE_5739_length_340_cov_1.81053	3	338	336	-1	No	0	sp|Q07792|ESTE_VIBMI	"Arylesterase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10863	NODE_5754_length_340_cov_0.901754	1	339	339	-1	No	0	sp|P26382|PTFD_BACSU	"Fructose permease IID component"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_L
metaerg.pl|10879	NODE_5773_length_339_cov_1.07042	1	339	339	-1	No	0	sp|A8GFH0|RND_SERP5	"Ribonuclease D"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|10883	NODE_5762_length_339_cov_1.30986	2	337	336	-1	No	0	sp|Q8UFA2|SYM_AGRFC	"Methionine--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10881	NODE_5763_length_339_cov_1.3169	3	338	336	-1	No	0	sp|Q9KJC1|ARPC_PSEPU	"Antibiotic efflux pump outer membrane protein ArpC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10889	NODE_5775_length_339_cov_1.22535	2	337	336	-1	No	0	sp|P0AAY0|YBIS_ECO57	"Probable L,D-transpeptidase YbiS"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|10887	NODE_5764_length_339_cov_0.985915	3	338	336	1	No	0	sp|P26465|FLII_SALTY	"Flagellum-specific ATP synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|10901	NODE_5796_length_338_cov_2.00707	3	338	336	-1	No	0	sp|P34906|MTF1_FUSNU	"Modification methylase FnuDI"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Endozoicomonadaceae;g__Endozoicomonas;s__Endozoicomonas ascidiicola
metaerg.pl|10892	NODE_5788_length_338_cov_1.57597	3	257	255	-1	No	0	sp|P75980|BEEE_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|10899	NODE_5781_length_338_cov_1.53357	1	333	333	1	No	0	sp|Q9UMS0|NFU1_HUMAN	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10907	NODE_5794_length_338_cov_1.29329	3	338	336	-1	No	0	sp|P07670|PYRD_DICDI	"Dihydroorotate dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10893	NODE_5791_length_338_cov_1.25795	3	338	336	1	No	0	sp|B2SB89|RIMO_BRUA1	"Ribosomal protein S12 methylthiotransferase RimO"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|10936	NODE_5801_length_337_cov_0.989362	3	335	333	-1	No	0	sp|O59666|ATU2_SCHPO	"Copper-transporting ATPase ccc2"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10916	NODE_5822_length_337_cov_1.07092	3	224	222	-1	No	0	sp|Q8CWR6|AMGDS_STRR6	"Alpha-monoglucosyldiacylglycerol synthase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10924	NODE_5821_length_337_cov_1.85461	101	337	237	-1	No	0	sp|Q5FPS8|GPDA_GLUOX	"Glycerol-3-phosphate dehydrogenase [NAD(P)+]"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|10921	NODE_5819_length_337_cov_0.932624	2	337	336	1	No	0	sp|O53076|CITC_LEUMC	"[Citrate [pro-3S]-lyase] ligase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|10933	NODE_5825_length_337_cov_1.0922	1	336	336	-1	No	0	sp|Q5FKI4|SYD_LACAC	"Aspartate--tRNA ligase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|10912	NODE_5824_length_337_cov_1.24468	1	336	336	1	No	0	sp|Q07737|CHVG_AGRFC	"Sensor protein ChvG"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10927	NODE_5827_length_337_cov_1.08865	1	336	336	-1	No	0	sp|A9WGD1|RIBX_CHLAA	"Riboflavin transport system permease protein RibX"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|10913	NODE_5828_length_337_cov_0.812057	2	274	273	-1	No	0	sp|O32148|PUCG_BACSU	"(S)-ureidoglycine--glyoxylate transaminase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_E
metaerg.pl|10929	NODE_5816_length_337_cov_0.98227	2	337	336	1	No	0	sp|Q70LM4|LGRD_BREPA	"Linear gramicidin synthase subunit D"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia sneebia
